TICKER,POSITION_SIZE,STRIKE_PRICE,EXPIRY_DAYS,OPTION_TYPE
RELIANCE,3069,262,33,Put
HDFCBANK,688,1096,39,Call
AAPL,2104,0,0,Stock
AAPL,1856,1462,71,Call
HDFCBANK,-141,387,43,Call
RELIANCE,-3874,887,73,Put
HDFCBANK,-2347,699,83,Put
AAPL,4308,980,67,Put
TSLA,-3864,1455,64,Call
TCS,-2682,1108,8,Put
TSLA,1908,289,46,Call
TSLA,-3990,909,12,Call
AAPL,-4947,1423,15,Put
TCS,1384,0,0,Stock
AAPL,-2539,1336,79,Put
TCS,-335,985,76,Call
RELIANCE,131,0,0,Stock
RELIANCE,4266,1237,65,Put
RELIANCE,-3190,1415,7,Call
TCS,2414,1418,36,Put
HDFCBANK,449,1049,48,Call
RELIANCE,530,873,9,Put
TCS,1151,1243,7,Call
RELIANCE,3895,1446,19,Call
TCS,4008,306,29,Call
HDFCBANK,-1989,0,0,Stock
TSLA,-1579,0,0,Stock
TCS,-4271,0,0,Stock
RELIANCE,449,0,0,Stock
RELIANCE,3435,1182,53,Call
AAPL,-3783,0,0,Stock
HDFCBANK,-4580,627,34,Put
RELIANCE,3354,1487,77,Call
HDFCBANK,-616,1483,61,Call
AAPL,2478,0,0,Stock
HDFCBANK,-4260,1241,33,Call
AAPL,196,0,0,Stock
TSLA,4572,372,26,Call
RELIANCE,2568,917,60,Put
HDFCBANK,-2277,793,69,Call
RELIANCE,-2802,0,0,Stock
AAPL,-4877,998,60,Put
TCS,956,1011,88,Put
TSLA,-2839,533,30,Call
RELIANCE,1107,1201,13,Call
TSLA,1549,1216,32,Call
HDFCBANK,561,289,52,Call
AAPL,-3683,0,0,Stock
RELIANCE,-3269,677,17,Put
TCS,3106,663,48,Put
RELIANCE,-877,283,16,Put
RELIANCE,2031,486,58,Call
RELIANCE,2911,0,0,Stock
HDFCBANK,-747,1392,56,Put
TSLA,2532,517,52,Call
AAPL,-2593,686,50,Put
HDFCBANK,-2968,669,55,Call
RELIANCE,1926,1120,8,Put
HDFCBANK,-1558,0,0,Stock
AAPL,3021,684,36,Put
TSLA,4174,0,0,Stock
AAPL,-3385,565,77,Put
TSLA,714,685,84,Put
HDFCBANK,232,804,75,Call
RELIANCE,-215,218,86,Call
AAPL,4410,1385,55,Call
TCS,-2605,0,0,Stock
RELIANCE,3510,973,8,Put
TCS,-651,550,60,Put
HDFCBANK,2238,259,80,Put
HDFCBANK,2241,632,46,Put
AAPL,-1206,1295,24,Call
AAPL,1885,1310,31,Call
RELIANCE,679,620,77,Call
RELIANCE,-2953,1023,27,Call
AAPL,-4734,1254,12,Call
RELIANCE,-538,612,53,Call
HDFCBANK,-4668,1248,33,Call
HDFCBANK,-4694,284,52,Call
TSLA,802,417,58,Call
TSLA,-3316,211,36,Put
HDFCBANK,3796,512,18,Call
TSLA,2026,561,78,Call
AAPL,4888,706,32,Call
RELIANCE,1557,500,81,Put
AAPL,-274,718,29,Put
RELIANCE,-1693,1255,30,Put
TSLA,-4046,1006,71,Call
HDFCBANK,4675,561,19,Call
AAPL,3671,0,0,Stock
TCS,-4189,0,0,Stock
TSLA,-1850,646,65,Put
TSLA,2767,0,0,Stock
TSLA,448,204,80,Call
RELIANCE,2652,275,33,Put
HDFCBANK,-3845,0,0,Stock
AAPL,-636,394,25,Call
TCS,-2908,1152,42,Call
TCS,-4152,770,10,Put
TSLA,-3200,1117,13,Call
RELIANCE,2138,477,20,Put
AAPL,-746,1270,16,Call
TSLA,-3612,822,79,Call
AAPL,2016,730,46,Put
TSLA,-1752,696,38,Put
AAPL,2936,0,0,Stock
TSLA,-2340,842,9,Call
RELIANCE,2188,676,89,Put
AAPL,2894,607,57,Call
AAPL,2606,417,82,Put
RELIANCE,3623,1340,41,Put
HDFCBANK,-4084,0,0,Stock
RELIANCE,-3329,883,52,Call
AAPL,2964,1370,13,Put
RELIANCE,-4016,1098,61,Put
TSLA,-4085,0,0,Stock
TCS,-1792,509,89,Put
RELIANCE,2415,1435,16,Put
TCS,3199,1353,28,Put
TCS,-1266,1216,36,Put
TSLA,4547,826,88,Put
HDFCBANK,3486,239,56,Put
HDFCBANK,-1417,0,0,Stock
TSLA,-1702,964,17,Call
HDFCBANK,-4829,1187,89,Call
AAPL,-1925,432,45,Call
AAPL,3033,660,59,Call
HDFCBANK,1032,455,86,Call
HDFCBANK,1524,287,76,Call
TSLA,-503,562,80,Put
TCS,-4788,770,28,Call
AAPL,-2899,438,30,Put
TSLA,444,0,0,Stock
RELIANCE,-4902,649,55,Call
HDFCBANK,-2135,302,88,Call
TSLA,3825,0,0,Stock
RELIANCE,4388,1476,49,Call
RELIANCE,-1454,511,40,Call
TSLA,-1656,488,34,Call
HDFCBANK,-2521,643,70,Call
TCS,-3704,925,50,Call
HDFCBANK,808,937,77,Put
TSLA,-4617,1131,32,Call
RELIANCE,272,1485,48,Put
RELIANCE,577,1398,23,Put
RELIANCE,-2304,0,0,Stock
TCS,2280,554,18,Call
RELIANCE,2943,1218,37,Call
RELIANCE,104,378,24,Call
AAPL,2489,1369,52,Put
RELIANCE,1183,1315,74,Put
TSLA,-4777,1486,7,Call
RELIANCE,2274,1404,14,Call
HDFCBANK,920,0,0,Stock
TSLA,4308,1106,31,Call
TSLA,1941,1271,22,Put
AAPL,1263,763,82,Call
HDFCBANK,1517,0,0,Stock
RELIANCE,-1097,323,69,Put
HDFCBANK,-2630,262,83,Put
TSLA,-2060,0,0,Stock
RELIANCE,4442,0,0,Stock
TCS,-1328,0,0,Stock
HDFCBANK,-1545,0,0,Stock
RELIANCE,1890,739,77,Put
RELIANCE,1343,0,0,Stock
HDFCBANK,3254,1005,86,Put
TSLA,-2799,430,48,Call
TCS,-4697,655,33,Put
RELIANCE,-922,404,41,Call
AAPL,2229,817,56,Call
TCS,1170,1340,87,Put
TSLA,-142,376,78,Put
TCS,4672,371,26,Call
TCS,-4595,268,26,Call
TSLA,1902,1204,30,Put
TSLA,-4899,317,45,Put
TSLA,-3611,0,0,Stock
TSLA,533,222,70,Call
RELIANCE,4573,1480,89,Call
TCS,-2272,0,0,Stock
TSLA,-2401,1228,88,Put
HDFCBANK,-3544,356,65,Call
TCS,4144,859,60,Call
HDFCBANK,-4154,613,60,Call
TCS,4784,1443,60,Put
AAPL,1628,217,12,Put
TCS,2954,734,54,Put
HDFCBANK,2932,939,36,Call
TSLA,2251,1426,7,Put
TCS,3709,755,33,Call
RELIANCE,-4110,242,49,Call
HDFCBANK,-1548,1093,54,Put
TCS,-1895,825,58,Put
TSLA,4081,0,0,Stock
AAPL,1936,1472,84,Call
RELIANCE,922,1099,63,Put
AAPL,-394,1139,87,Call
AAPL,2277,1127,56,Call
TSLA,-344,1148,73,Call
TSLA,4463,0,0,Stock
RELIANCE,-371,499,79,Put
TCS,-4483,0,0,Stock
TSLA,323,270,27,Put
HDFCBANK,878,1034,59,Call
TSLA,573,1236,19,Call
TSLA,-938,1355,84,Call
AAPL,-4203,1309,79,Call
HDFCBANK,-2500,963,83,Call
TCS,-1772,431,13,Call
AAPL,-2634,1368,26,Put
RELIANCE,-1079,0,0,Stock
AAPL,-3529,837,72,Call
RELIANCE,3701,842,33,Call
AAPL,-2242,291,11,Put
TSLA,3360,364,16,Put
HDFCBANK,-1121,218,74,Put
TSLA,-4681,1000,14,Call
AAPL,-4410,1365,64,Put
TSLA,-4571,0,0,Stock
TSLA,4516,217,19,Call
RELIANCE,3739,217,11,Put
TCS,-3100,0,0,Stock
AAPL,4018,735,70,Put
HDFCBANK,1219,0,0,Stock
RELIANCE,1310,1439,29,Call
TCS,-235,1087,79,Call
TSLA,3267,835,18,Put
HDFCBANK,3460,1252,32,Put
TCS,3333,972,78,Call
RELIANCE,4282,1127,84,Put
TSLA,3900,755,35,Call
TCS,3472,0,0,Stock
TSLA,-2636,764,40,Put
TCS,-309,784,22,Put
RELIANCE,-4150,1292,28,Put
TCS,2840,857,74,Put
HDFCBANK,-434,830,59,Put
TSLA,-1351,0,0,Stock
AAPL,4273,1138,38,Call
TSLA,-3753,363,34,Put
TSLA,906,1145,67,Call
TCS,715,1003,55,Put
TSLA,-4502,670,58,Call
RELIANCE,-1161,783,58,Put
TCS,-2899,0,0,Stock
HDFCBANK,-2131,0,0,Stock
RELIANCE,4199,1207,13,Put
AAPL,-527,1471,10,Call
HDFCBANK,-1319,991,44,Put
RELIANCE,-3158,0,0,Stock
AAPL,3784,1312,75,Put
HDFCBANK,4040,0,0,Stock
HDFCBANK,3992,617,37,Call
RELIANCE,134,221,41,Call
AAPL,-1190,1141,18,Call
TCS,759,214,37,Call
RELIANCE,1203,1283,87,Call
AAPL,3847,737,31,Put
HDFCBANK,-2371,626,18,Call
TSLA,-3440,1218,54,Call
AAPL,2889,355,42,Call
TSLA,1854,0,0,Stock
HDFCBANK,-2213,0,0,Stock
RELIANCE,1328,424,47,Put
AAPL,3702,1365,24,Put
RELIANCE,-4849,438,76,Call
AAPL,-4276,0,0,Stock
TSLA,3231,876,19,Call
HDFCBANK,764,964,18,Call
RELIANCE,-3552,536,81,Put
RELIANCE,-116,1238,33,Put
HDFCBANK,-4694,966,23,Call
RELIANCE,2847,706,33,Call
AAPL,-3490,520,9,Call
HDFCBANK,3672,0,0,Stock
TSLA,3629,634,21,Call
AAPL,-3699,1215,21,Put
AAPL,-3551,350,30,Put
TCS,4497,0,0,Stock
TCS,-1792,706,27,Call
TCS,-3969,397,40,Put
RELIANCE,870,362,53,Call
HDFCBANK,-3230,529,45,Put
AAPL,-1220,0,0,Stock
TSLA,2825,493,78,Call
TSLA,-4904,728,41,Put
HDFCBANK,-340,675,39,Call
HDFCBANK,887,289,57,Put
AAPL,-4672,1079,69,Call
TSLA,3124,217,28,Call
TCS,4147,1456,55,Put
RELIANCE,1525,1122,39,Call
HDFCBANK,-1035,323,32,Put
HDFCBANK,4056,1028,89,Put
AAPL,-3517,619,87,Call
AAPL,-3156,1216,38,Put
HDFCBANK,-1146,1107,71,Call
HDFCBANK,-2808,1059,48,Put
RELIANCE,3537,963,26,Call
TCS,1248,1100,11,Put
TCS,3445,0,0,Stock
TCS,2907,1440,62,Call
AAPL,-965,858,29,Put
TSLA,-197,912,12,Put
TCS,3927,1015,73,Call
AAPL,-1942,0,0,Stock
AAPL,1157,510,79,Call
HDFCBANK,1387,808,27,Put
TSLA,-4616,465,89,Put
RELIANCE,-4499,903,75,Put
TSLA,363,730,70,Call
TSLA,-368,798,72,Put
RELIANCE,-1571,228,46,Call
HDFCBANK,-1490,0,0,Stock
TCS,-3951,1222,86,Put
RELIANCE,4130,327,70,Put
RELIANCE,1184,928,84,Call
RELIANCE,2932,616,84,Call
TSLA,-4587,419,69,Put
AAPL,3816,342,61,Put
AAPL,-2656,1253,31,Call
TSLA,2346,443,51,Put
TCS,-986,1041,22,Call
AAPL,1050,351,72,Put
TSLA,2736,1299,73,Put
TSLA,355,1494,88,Put
HDFCBANK,1970,928,30,Call
HDFCBANK,3975,254,36,Put
RELIANCE,3037,1391,7,Call
RELIANCE,1853,898,71,Call
TSLA,-4351,787,52,Put
TCS,4329,1140,51,Put
RELIANCE,251,1202,41,Put
TSLA,2852,1164,43,Put
RELIANCE,-915,1255,70,Call
HDFCBANK,813,759,27,Put
RELIANCE,3541,298,49,Put
TSLA,-1476,1213,41,Call
HDFCBANK,3057,1290,61,Put
AAPL,-3809,647,16,Call
TCS,-4931,259,49,Call
RELIANCE,496,0,0,Stock
AAPL,2087,677,16,Call
AAPL,-2800,0,0,Stock
AAPL,4006,955,42,Call
AAPL,-1756,0,0,Stock
TCS,4009,0,0,Stock
TSLA,661,872,42,Put
TCS,105,0,0,Stock
TCS,-2252,609,56,Put
AAPL,3264,1410,15,Call
TSLA,-252,249,73,Call
TSLA,1351,1409,32,Call
RELIANCE,2825,884,38,Put
HDFCBANK,493,774,85,Put
TSLA,-926,475,82,Put
TSLA,-3484,1227,76,Call
TSLA,-4613,1407,12,Put
TSLA,3427,0,0,Stock
TCS,-3052,1413,46,Put
TSLA,3303,908,24,Call
TSLA,-1836,763,11,Put
TSLA,-383,1391,24,Put
RELIANCE,3520,0,0,Stock
TCS,-3463,0,0,Stock
TCS,4504,1252,37,Put
TSLA,847,824,11,Put
AAPL,3790,888,32,Put
RELIANCE,3953,1069,42,Call
TSLA,-3377,879,60,Call
AAPL,-582,927,85,Put
TSLA,-3843,1227,22,Put
AAPL,2883,0,0,Stock
TCS,2954,1082,50,Put
HDFCBANK,3472,0,0,Stock
AAPL,4860,0,0,Stock
RELIANCE,4456,0,0,Stock
RELIANCE,673,676,86,Call
RELIANCE,-4604,453,73,Call
RELIANCE,3495,713,83,Call
TCS,-2564,839,50,Put
RELIANCE,-4139,768,24,Put
TSLA,-441,625,76,Call
TCS,686,1218,66,Call
HDFCBANK,2153,681,8,Put
RELIANCE,4654,1033,27,Call
HDFCBANK,3657,0,0,Stock
RELIANCE,2589,0,0,Stock
TCS,-3217,0,0,Stock
AAPL,-684,1191,61,Put
TSLA,-2737,1449,13,Call
TCS,4877,287,31,Call
AAPL,690,204,46,Call
TCS,4459,1435,66,Put
AAPL,-2238,0,0,Stock
AAPL,-2984,211,32,Call
HDFCBANK,-4408,0,0,Stock
HDFCBANK,-987,435,15,Put
TSLA,-1984,981,87,Put
RELIANCE,772,0,0,Stock
HDFCBANK,-4117,0,0,Stock
RELIANCE,937,0,0,Stock
TSLA,4650,555,38,Put
AAPL,4455,0,0,Stock
AAPL,-3153,384,65,Put
TCS,1901,836,32,Put
TCS,1400,0,0,Stock
RELIANCE,4787,234,43,Put
TCS,2663,1304,9,Put
TSLA,2629,749,51,Put
HDFCBANK,3347,0,0,Stock
TSLA,-1553,582,35,Put
AAPL,-1657,1113,71,Call
AAPL,3067,834,38,Put
HDFCBANK,203,1218,12,Call
TCS,2968,957,21,Put
TSLA,-4463,0,0,Stock
HDFCBANK,-1861,0,0,Stock
AAPL,-649,0,0,Stock
TSLA,-1892,705,65,Put
RELIANCE,-168,1284,83,Put
RELIANCE,-1702,1482,41,Call
TSLA,4829,1018,71,Put
RELIANCE,-4997,613,55,Put
TCS,-3196,0,0,Stock
TCS,1678,975,45,Call
RELIANCE,3981,0,0,Stock
TSLA,-1617,0,0,Stock
RELIANCE,-2932,0,0,Stock
TSLA,4637,551,79,Call
RELIANCE,1580,529,23,Put
RELIANCE,4650,1087,37,Call
HDFCBANK,-3975,1447,18,Call
RELIANCE,417,564,84,Put
AAPL,4174,0,0,Stock
HDFCBANK,-4592,253,69,Call
AAPL,-268,1421,34,Call
RELIANCE,-4650,714,42,Call
TSLA,4577,258,71,Call
RELIANCE,-1096,596,64,Put
TSLA,-4241,1212,8,Put
HDFCBANK,2535,0,0,Stock
TSLA,4867,0,0,Stock
TSLA,-497,642,33,Call
AAPL,3418,0,0,Stock
TSLA,-1107,1288,66,Call
AAPL,-115,0,0,Stock
AAPL,2353,789,83,Put
TSLA,2385,352,14,Call
TCS,-3553,0,0,Stock
RELIANCE,-1603,1393,39,Call
AAPL,-4787,0,0,Stock
TCS,-1412,400,19,Put
AAPL,3727,0,0,Stock
TCS,2192,1391,78,Put
TCS,367,1057,28,Put
TSLA,172,992,66,Call
TCS,-1977,284,77,Put
AAPL,1083,432,58,Put
HDFCBANK,-373,0,0,Stock
TCS,4959,1292,12,Call
TCS,181,1173,72,Put
AAPL,2406,1465,86,Call
TSLA,-925,389,20,Put
TCS,-2491,1315,26,Call
RELIANCE,2292,584,7,Call
TCS,-3261,612,72,Call
HDFCBANK,836,291,22,Call
TSLA,810,0,0,Stock
TSLA,2375,1497,17,Call
TSLA,2232,1310,51,Call
RELIANCE,4895,0,0,Stock
RELIANCE,-4806,242,87,Call
TCS,147,1391,69,Call
AAPL,498,1486,48,Call
AAPL,1105,363,33,Put
AAPL,2009,616,34,Put
TSLA,-3618,0,0,Stock
AAPL,-857,1404,60,Put
TSLA,1872,0,0,Stock
RELIANCE,-2341,1294,71,Call
HDFCBANK,346,1237,74,Put
AAPL,1372,0,0,Stock
HDFCBANK,4933,894,12,Put
HDFCBANK,-1798,1478,64,Put
TSLA,-531,0,0,Stock
TSLA,1210,1402,46,Put
HDFCBANK,-2251,774,55,Put
RELIANCE,-1759,744,86,Put
RELIANCE,3099,571,52,Call
TCS,-177,367,75,Put
TCS,3141,1491,62,Call
TCS,-4212,1063,76,Call
RELIANCE,-2923,848,70,Call
TCS,3357,1032,27,Call
HDFCBANK,-4079,507,80,Call
AAPL,153,764,76,Call
RELIANCE,-3981,289,74,Put
RELIANCE,-2270,382,13,Call
TSLA,2265,0,0,Stock
HDFCBANK,-2796,0,0,Stock
TSLA,3777,1126,70,Put
TCS,1731,372,51,Call
RELIANCE,-3824,1107,23,Put
RELIANCE,-4147,813,47,Call
RELIANCE,2587,0,0,Stock
TSLA,4318,1398,23,Call
AAPL,3006,1248,51,Call
RELIANCE,2297,683,74,Put
HDFCBANK,-3630,1044,43,Call
AAPL,-1902,0,0,Stock
TSLA,3920,0,0,Stock
TSLA,-3318,855,61,Put
TCS,-1818,1209,16,Put
TCS,-853,428,71,Put
AAPL,4030,602,12,Call
HDFCBANK,-4841,932,13,Call
TSLA,-3428,485,30,Put
TCS,-2513,640,43,Put
HDFCBANK,2087,461,17,Call
AAPL,444,0,0,Stock
HDFCBANK,-2761,1043,48,Call
TCS,-456,967,52,Put
TCS,-1201,0,0,Stock
RELIANCE,-4915,1093,68,Call
TSLA,-3070,802,68,Put
TSLA,-4154,920,27,Call
AAPL,-2397,988,83,Put
AAPL,-1310,598,37,Put
RELIANCE,-2418,676,85,Call
HDFCBANK,-2527,969,22,Put
TCS,-137,821,73,Call
TSLA,-2803,866,89,Put
AAPL,-3850,0,0,Stock
AAPL,-3866,1360,69,Call
RELIANCE,3187,285,77,Put
TCS,-4277,0,0,Stock
AAPL,2079,796,24,Put
RELIANCE,-2680,0,0,Stock
HDFCBANK,1485,756,21,Put
TCS,-3339,1303,66,Put
RELIANCE,4807,0,0,Stock
AAPL,-2416,0,0,Stock
TCS,-4662,0,0,Stock
TCS,4310,562,36,Put
RELIANCE,-2234,249,50,Call
TCS,-888,0,0,Stock
AAPL,1139,359,66,Put
HDFCBANK,4340,1363,50,Call
TSLA,3869,0,0,Stock
TCS,927,411,8,Call
TCS,-2873,549,36,Call
HDFCBANK,1815,0,0,Stock
AAPL,-354,1103,80,Call
HDFCBANK,3001,585,26,Put
TSLA,-2733,250,29,Call
AAPL,-4565,409,14,Call
RELIANCE,543,861,55,Put
AAPL,3900,0,0,Stock
TCS,-208,880,27,Call
TCS,-2421,634,56,Call
AAPL,-3648,0,0,Stock
HDFCBANK,-3839,892,32,Call
RELIANCE,-545,405,61,Put
TSLA,3619,0,0,Stock
TSLA,-4773,0,0,Stock
TSLA,-3222,1359,74,Call
TCS,1436,835,10,Put
HDFCBANK,2622,931,24,Put
HDFCBANK,-1610,913,59,Put
HDFCBANK,1438,1236,39,Put
RELIANCE,-869,1078,56,Put
TSLA,-173,564,22,Put
TCS,-4666,1021,15,Call
TSLA,4686,571,11,Put
HDFCBANK,2160,0,0,Stock
HDFCBANK,-1556,1442,54,Put
TSLA,-2982,429,84,Put
RELIANCE,-2806,1221,23,Call
TCS,4989,839,25,Put
RELIANCE,-2201,456,74,Put
RELIANCE,-530,1495,88,Put
TSLA,786,0,0,Stock
RELIANCE,3647,0,0,Stock
HDFCBANK,807,1037,76,Put
RELIANCE,-308,1069,28,Call
AAPL,3433,1430,23,Put
HDFCBANK,-848,402,46,Put
TSLA,1229,1174,48,Call
TSLA,2855,525,77,Call
TSLA,-1452,840,69,Put
HDFCBANK,147,727,17,Call
HDFCBANK,-1200,587,12,Call
HDFCBANK,4294,0,0,Stock
TSLA,-4744,0,0,Stock
AAPL,-160,696,41,Put
AAPL,-2299,0,0,Stock
HDFCBANK,-658,0,0,Stock
AAPL,-4069,593,48,Put
TCS,3724,975,68,Put
TSLA,2379,0,0,Stock
HDFCBANK,3272,633,20,Call
AAPL,1667,469,41,Put
RELIANCE,1593,562,80,Call
TCS,-2159,1085,76,Put
RELIANCE,1295,1190,33,Call
RELIANCE,291,0,0,Stock
TCS,4863,0,0,Stock
TCS,186,884,8,Put
AAPL,3417,1422,20,Call
TCS,-2135,0,0,Stock
TCS,-3399,1385,29,Call
AAPL,1595,404,24,Put
TCS,-2418,0,0,Stock
TSLA,-4656,947,65,Put
TCS,-1366,321,88,Call
TSLA,-4528,0,0,Stock
HDFCBANK,-794,1131,48,Put
AAPL,-2880,1051,77,Put
RELIANCE,2703,586,60,Call
RELIANCE,-2221,721,48,Put
TCS,1867,221,72,Call
AAPL,3897,0,0,Stock
RELIANCE,1937,789,7,Put
RELIANCE,4546,1195,10,Put
AAPL,4936,271,67,Call
AAPL,3392,309,12,Call
AAPL,4164,454,80,Call
HDFCBANK,-3269,318,58,Call
AAPL,-2836,0,0,Stock
HDFCBANK,2886,365,26,Call
TCS,-2152,1410,23,Call
TSLA,-4497,1184,60,Call
RELIANCE,-3243,1005,86,Put
TCS,1193,431,57,Put
RELIANCE,-754,0,0,Stock
TCS,-2665,767,71,Put
AAPL,-3717,0,0,Stock
AAPL,-3915,0,0,Stock
AAPL,-1374,1087,24,Call
RELIANCE,158,1422,17,Call
RELIANCE,-3633,688,15,Call
HDFCBANK,1295,708,37,Call
RELIANCE,905,1232,45,Put
AAPL,-2530,354,75,Call
RELIANCE,480,734,89,Call
TCS,833,588,84,Call
TSLA,3110,0,0,Stock
TCS,-1895,1443,73,Call
AAPL,4523,659,75,Call
RELIANCE,-670,0,0,Stock
TSLA,-443,0,0,Stock
HDFCBANK,2532,1141,24,Call
RELIANCE,-2538,553,75,Put
RELIANCE,1239,0,0,Stock
TCS,-796,925,79,Put
HDFCBANK,-4838,0,0,Stock
AAPL,-232,1147,18,Put
TCS,4023,807,71,Call
RELIANCE,385,1467,28,Put
HDFCBANK,-4399,607,36,Call
TSLA,2977,0,0,Stock
AAPL,1619,330,63,Call
RELIANCE,-1553,1078,8,Put
HDFCBANK,-644,814,64,Call
RELIANCE,1774,674,73,Call
TCS,4488,746,69,Put
TCS,-4537,1167,49,Call
TSLA,4088,1263,61,Put
RELIANCE,-924,1226,49,Put
HDFCBANK,-3650,898,20,Call
HDFCBANK,-404,332,15,Call
TSLA,-2136,635,11,Put
HDFCBANK,2276,520,78,Call
RELIANCE,-4020,1173,9,Call
HDFCBANK,4376,1444,43,Call
HDFCBANK,-4537,522,35,Call
TSLA,2897,1244,9,Put
AAPL,651,1434,17,Call
RELIANCE,570,566,69,Put
TCS,-4060,582,19,Put
HDFCBANK,4304,878,16,Call
TCS,1924,745,83,Put
TCS,-4166,1321,18,Call
TCS,3928,568,55,Call
RELIANCE,1420,260,73,Call
HDFCBANK,3579,441,69,Put
AAPL,3062,1440,46,Put
TCS,-3009,299,58,Call
TSLA,-518,218,38,Put
AAPL,492,1474,63,Call
RELIANCE,-1119,218,7,Call
TSLA,-1529,0,0,Stock
AAPL,-2517,0,0,Stock
TCS,-2302,613,54,Call
TCS,-1538,910,75,Put
HDFCBANK,-4959,962,31,Call
TSLA,2769,572,52,Put
TSLA,1947,1299,86,Call
TCS,-4426,0,0,Stock
TCS,1347,532,41,Call
TCS,4278,484,73,Put
RELIANCE,-2803,627,19,Put
HDFCBANK,-882,306,57,Put
TSLA,3215,420,72,Call
RELIANCE,4126,1089,37,Call
TCS,-3962,0,0,Stock
AAPL,-1946,1105,60,Call
TSLA,-3777,1444,46,Put
RELIANCE,-2964,982,34,Put
HDFCBANK,-2549,399,42,Call
TCS,2032,898,56,Call
TSLA,909,1072,54,Put
TSLA,-3954,1398,48,Call
HDFCBANK,-1821,348,65,Call
RELIANCE,-2398,0,0,Stock
TSLA,1086,445,27,Call
TCS,1431,292,73,Put
RELIANCE,307,1196,31,Put
TCS,-3161,1232,59,Call
RELIANCE,-4704,1188,23,Call
AAPL,4619,0,0,Stock
TCS,535,534,62,Put
AAPL,-3638,292,78,Call
RELIANCE,-1946,531,61,Put
AAPL,4455,512,64,Call
AAPL,-268,373,28,Put
TCS,695,452,40,Call
HDFCBANK,398,310,70,Call
TCS,-1156,578,60,Call
HDFCBANK,-2857,1484,28,Call
RELIANCE,-2172,1092,89,Call
TSLA,941,498,23,Put
TSLA,3657,558,32,Put
RELIANCE,4762,1063,32,Call
TSLA,-3797,452,14,Call
TSLA,-4259,356,36,Call
HDFCBANK,-1370,534,83,Put
HDFCBANK,-3914,0,0,Stock
TCS,-2743,0,0,Stock
AAPL,-1569,1234,7,Call
RELIANCE,-2369,473,41,Put
TCS,-1321,1489,28,Call
RELIANCE,-3245,0,0,Stock
TCS,3949,924,7,Call
AAPL,-3945,0,0,Stock
TCS,4731,0,0,Stock
TSLA,-237,747,23,Put
TCS,1420,1126,70,Put
TSLA,4434,430,31,Put
AAPL,1592,0,0,Stock
RELIANCE,2698,0,0,Stock
TSLA,-3045,904,81,Put
RELIANCE,1623,0,0,Stock
TCS,2248,294,59,Put
TCS,-321,533,71,Call
AAPL,1361,1395,16,Put
RELIANCE,-4622,0,0,Stock
HDFCBANK,1127,755,77,Call
TSLA,2405,256,26,Call
AAPL,-2916,253,74,Call
AAPL,-812,1248,80,Call
RELIANCE,534,980,82,Put
HDFCBANK,1693,1415,16,Call
TSLA,-4789,276,60,Call
RELIANCE,1216,1115,77,Call
TSLA,-532,0,0,Stock
HDFCBANK,4308,794,86,Put
HDFCBANK,-4916,995,14,Put
RELIANCE,3724,0,0,Stock
AAPL,-2244,756,68,Put
HDFCBANK,3502,473,54,Call
TSLA,3386,944,89,Call
TSLA,-1394,780,7,Call
HDFCBANK,-4607,1413,14,Put
TSLA,2911,266,79,Call
TCS,2306,343,23,Put
TSLA,2731,1006,72,Call
HDFCBANK,-4596,0,0,Stock
HDFCBANK,-2291,0,0,Stock
RELIANCE,4055,1069,31,Put
HDFCBANK,1506,932,37,Put
HDFCBANK,-2478,0,0,Stock
RELIANCE,1241,1267,70,Put
TSLA,1120,1235,26,Call
TSLA,3815,841,37,Call
AAPL,-3162,338,11,Put
TCS,4503,1396,81,Put
TCS,-2430,992,86,Put
TSLA,2850,555,40,Call
RELIANCE,-2479,0,0,Stock
HDFCBANK,-2554,713,19,Call
AAPL,266,1464,81,Put
TCS,-2721,581,14,Put
TCS,-2432,668,89,Put
TCS,753,0,0,Stock
HDFCBANK,1595,505,11,Call
RELIANCE,3891,282,55,Put
AAPL,-1341,0,0,Stock
HDFCBANK,-2563,1496,39,Put
HDFCBANK,-819,477,15,Put
TCS,-1319,0,0,Stock
TSLA,-2658,0,0,Stock
RELIANCE,1456,825,13,Call
HDFCBANK,-2704,700,66,Put
RELIANCE,-1779,1479,67,Call
HDFCBANK,4192,1209,60,Call
TSLA,-798,0,0,Stock
HDFCBANK,4024,0,0,Stock
HDFCBANK,-186,1318,12,Call
HDFCBANK,4125,1335,15,Put
AAPL,-655,220,53,Call
TCS,-292,373,42,Call
TCS,1533,1394,51,Call
AAPL,-432,262,77,Put
TSLA,3875,415,61,Put
TSLA,3185,232,32,Call
TCS,2673,1355,75,Call
TCS,4891,482,18,Call
RELIANCE,-2517,1464,30,Call
RELIANCE,-2908,301,77,Call
TSLA,3433,350,18,Call
HDFCBANK,-1470,770,31,Call
TCS,-929,408,20,Put
HDFCBANK,-4815,1087,51,Call
TCS,-408,790,68,Call
TSLA,3382,1473,33,Call
AAPL,-1679,348,66,Call
TCS,1038,573,73,Call
TCS,930,0,0,Stock
TSLA,-3752,1497,27,Put
RELIANCE,4968,0,0,Stock
HDFCBANK,-1905,970,59,Put
TCS,-2079,0,0,Stock
TSLA,1017,1430,82,Call
TSLA,-623,0,0,Stock
TSLA,4901,1163,47,Put
HDFCBANK,-3850,1292,63,Put
TSLA,-2815,837,40,Put
